22.3702,6.5662,g
29.6374,16.1694,g
58.1746,22.3844,g
44.5904,18.1772,h
186.4725,52.5671,h
21.7894,11.7212,h
99.4918,12.5027,g
27.8675,6.8238,g
21.1452,7.0922,g
21.2362,6.9481,g
27.6894,10.2978,g
20.6349,12.3597,g
138.2727,65.5776,h
80.2771,42.3175,g
63.4156,23.3802,g
32.661,12.4938,h
51.8347,21.8805,h
57.1905,35.5095,h
11.6824,10.6251,h
120.861,73.6597,h
204.405,58.3352,h
119.6872,49.1045,h
21.5333,5.5628,h
21.795,18.957,g
32.1014,22.8106,g
16.0384,14.3239,h
40.0484,18.1552,g
22.7149,10.5732,g
81.7059,28.5607,g
150.9752,21.2791,h
25.0966,9.6939,h
29.9041,19.5678,h
133.0634,29.4108,h
131.5261,37.9224,h
105.044,52.2112,g
51.4762,42.8406,h
64.5254,46.8133,h
76.2706,22.3676,g
20.6595,8.637,g
33.7861,11.5953,h
86.8255,18.0755,h
41.3865,12.144,h
24.6512,0,g
36.8034,19.8968,g
86.7454,31.4373,h
178.2514,109.7977,h
13.0566,11.0835,g
17.5783,10.551,g
34.6319,15.245,g
27.2369,19.2143,g
57.8511,38.0571,h
58.5298,29.5853,g
92.9408,20.8971,h
29.6454,16.3944,g
40.9029,28.6529,g
23.9971,9.9398,g
39.8046,12.7282,g
86.8053,28.9558,h
37.0123,17.9326,g
16.9286,11.2814,g
60.1637,11.2194,h
65.9566,20.7513,g
58.7978,17.6852,g
190.092,94.394,h
100.682,16.9145,h
44.8602,14.8309,g
97.6192,39.026,g
65.9696,17.1493,h
92.5361,17.7426,g
28.8753,10.6754,g
26.9422,4.8134,h
26.7748,9.4358,g
23.5463,13.5595,h
37.1453,19.5056,g
77.4596,22.4927,h
36.0474,9.6582,g
39.7607,20.618,g
13.1349,10.3786,g
23.8022,16.2389,g
24.1086,8.6111,g
36.6127,15.1914,g
27.5558,21.5611,h
74.2516,29.6809,g
144.651,40.3478,h
83.8436,31.8164,g
58.3282,31.4805,g
18.7017,9.7132,g
82.5169,39.4253,h
12.7778,11.5781,g
57.113,18.8026,g
78.4952,34.573,g
34.9412,24.3793,g
68.9782,26.1042,g
180.7054,99.6185,h
52.8871,18.8994,g
75.611,29.5493,g
30.1845,14.0803,g
19.1839,12.9379,g
13.0419,10.829,g
75.3209,32.3544,g
38.1645,17.8593,g
18.0642,10.4007,g
27.0944,21.3476,g
18.557,16.4293,g
108.2019,32.6265,h
78.5656,38.2386,g
19.947,11.7525,h
234.1154,68.7045,h
29.7094,16.2648,h
106.456,83.5168,h
17.9905,16.5548,h
83.8233,33.119,g
195.667,63.7584,h
35.8316,11.1439,g
39.5884,21.688,g
84.8345,33.4023,g
39.5479,21.6209,g
8.2304,8.0896,h
29.3701,20.6975,h
38.2605,7.4784,h
20.9074,7.1656,h
85.4305,36.9492,h
17.666,11.1267,h
18.3943,10.5553,g
31.5349,12.183,g
22.08,12.6128,g
23.3769,12.8019,h
39.4323,19.5409,g
19.775,10.3848,h
95.2562,27.9901,g
189.248,40.6863,h
13.0217,10.9102,g
46.7412,17.5755,h
143.47,54.3127,h
62.8232,21.3416,g
21.6653,6.5971,h
86.6426,14.4575,h
47.1551,17.3828,g
66.8895,16.4561,g
33.3991,8.0634,g
21.747,6.7952,h
97.815,30.6089,g
184.224,165.886,h
28.5956,23.4599,g
13.0467,10.7919,g
59.6244,14.5995,h
56.5977,9.269,g
52.2332,16.7104,h
13.0952,9.7869,g
130.7409,21.2294,h
201.588,73.0943,h
21.6685,15.6788,g
45.8074,14.7753,g
34.4471,9.6442,h
23.1245,8.5059,h
20.5998,6.1069,g
23.2702,10.5065,g
82.0238,33.5661,g
29.8697,12.8979,g
34.2994,17.48,g
81.2862,14.7447,g
21.0982,12.5113,g
131.039,84.4568,h
27.1805,7.7076,g
22.8025,12.8557,g
41.375,12.9089,g
38.9854,13.8038,g
43.8935,11.7387,h
45.9104,20.7149,g
43.9432,29.7264,g
29.2898,18.5989,g
22.7315,12.8694,g
146.311,53.1446,h
37.742,24.3346,g
13.0804,10.9402,g
40.2632,14.5705,h
155.0248,47.3178,h
40.7402,14.4881,g
31.8057,21.1941,g
138.7009,59.5848,h
33.0503,13.7444,g
26.4699,15.4093,g
48.5947,19.3468,g
35.552,15.5602,g
21.4143,6.4432,g
65.5959,21.7916,g
266.66,177.782,h
40.0985,15.0214,g
226.686,91.5561,h
42.1289,16.1025,g
15.765,11.6365,g
94.772,30.7871,g
25.9304,18.1375,g
83.8355,12.7688,g
67.2332,22.0694,g
26.8603,9.6666,h
49.9318,16.424,g
41.7574,31.255,g
44.6843,9.4991,h
26.2027,7.1995,h
23.8187,15.5894,g
23.1648,16.5207,h
138.347,115.051,h
85.2934,38.3607,g
34.9922,18.443,g
25.4947,23.168,g
93.0034,28.1488,g
86.049,28.6534,g
95.0744,23.0603,h
81.3168,29.5452,h
76.7605,21.3045,g
60.5815,17.7835,g
29.6915,17.4648,g
12.5217,11.9409,g
23.0745,11.3649,h
34.9461,24.4611,g
111.055,28.6254,g
35.6882,18.0117,g
28.7453,10.6247,g
68.4755,27.1914,g
20.0516,7.1417,g
86.9843,8.9062,g
34.0124,16.8725,g
106.05,33.6443,g
44.1482,16.1695,g
40.8482,19.3025,h
41.9013,16.4931,g
16.6052,12.8367,h
32.3364,14.5867,g
50.7843,17.0186,g
24.7067,14.5735,g
96.1923,70.6579,h
40.811,9.7607,h
37.9196,11.3547,h
59.5052,29.3006,h
